id,area,priority,phase,evidence,work,acceptance,effort_risk,dependencies,source_references
I04,"Import, export and serialization",P2,5,S,Measure and reduce exact arena transfer overhead between the split kernel and translator WASM modules.,"Report kernel serialize, JS transfer, translator deserialize and export separately; retain module isolation, shared versioning, body roots and limits.",L/high,W01; I03,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/step/reader.rs#L346; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/arena_io.rs#L768; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm-io/src/lib.rs#L171; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/threemf/writer.rs#L93; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/gltf/writer.rs#L22
I05,"Import, export and serialization",P2,5,S,"Stream multi-solid mesh exports and archive payloads to avoid holding all meshes, XML, binary staging buffers and final output together.","Peak memory scales with a bounded chunk where API permits; validate complete archive/schema, normals, units and deterministic output.",L/high,M05; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/step/reader.rs#L346; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/arena_io.rs#L768; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm-io/src/lib.rs#L171; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/threemf/writer.rs#L93; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/gltf/writer.rs#L22
I06,"Import, export and serialization",P2,4,S,Route exporters through a compatible shared mesh producer/cache where possible; inspect per-face glTF tessellation versus solid-level STL/3MF paths.,Preserve each format's actual mesh contract and material/face grouping; compare seam quality and output size as well as speed.,M/high,D09,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/step/reader.rs#L346; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/arena_io.rs#L768; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm-io/src/lib.rs#L171; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/threemf/writer.rs#L93; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/gltf/writer.rs#L22
I07,"Import, export and serialization",P3,7,H,Evaluate optional versioned binary arena transport and compression settings only after copy/parse measurements show a material benefit.,"Keep existing JSON readers/writers compatible; document precision, canonicalization, resource limits, migration and native/WASM round-trip oracles.",XL/high,I03; I04; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/step/reader.rs#L346; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/arena_io.rs#L768; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm-io/src/lib.rs#L171; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/threemf/writer.rs#L93; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/gltf/writer.rs#L22
W01,WASM bindings and browser delivery,P1,0,M,Add real installed-package direct/batch workflow benchmarks with source and WASM hash provenance; the audit confirms document-size growth on the shipped package.,"Measure cold/warm Node and real browsers, copies, memory and error behavior; compare native/WASM only when source, flags and fixtures match.",M/low,M01; M06,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/batch.rs#L437; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/shapes.rs#L79; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/tessellate.rs#L160; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/checkpoint.rs#L20; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/xtask/src/wasm.rs#L185
W02,WASM bindings and browser delivery,P1,1,S,Prefer existing typed/binary mesh outputs for bulk geometry and avoid repeated cloning getters; evaluate a consume-once buffer API.,"Compare JS JSON/grouped/binary paths at fixed mesh sizes; preserve f64/f32 contracts, ownership, array lengths, face offsets and repeated-call behavior.",M/high,W01; M05,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/batch.rs#L437; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/shapes.rs#L79; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/tessellate.rs#L160; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/checkpoint.rs#L20; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/xtask/src/wasm.rs#L185
W03,WASM bindings and browser delivery,P2,5,S,Measure JSON parse/dispatch/serialize cost for tiny batch operations; consider typed numeric batches only when overhead dominates.,"Benchmark 1/10/1000 operations with identical native work; preserve validation order, typed errors, references and per-item rollback semantics.",L/high,W01; M04,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/batch.rs#L437; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/shapes.rs#L79; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/tessellate.rs#L160; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/checkpoint.rs#L20; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/xtask/src/wasm.rs#L185
W04,WASM bindings and browser delivery,P2,3,S,Reduce checkpoint memory through shared immutable topology and copy-on-write at a finer granularity; Rc checkpoint sharing already exists.,"Measure creation, first post-checkpoint edit, restore, discard and retained sketches/assemblies; keep non-reuse of external handles and exact session restoration.",L/high,T02; M05,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/batch.rs#L437; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/shapes.rs#L79; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/tessellate.rs#L160; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/checkpoint.rs#L20; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/xtask/src/wasm.rs#L185
W05,WASM bindings and browser delivery,P2,4,H,Keep long kernel work in a worker and coalesce/cancel obsolete interactive requests at the consumer boundary.,"Measure main-thread responsiveness, transfer time and cancellation latency; do not hide kernel CPU time or change which operation commits.",L/high,P02; W01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/batch.rs#L437; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/shapes.rs#L79; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/tessellate.rs#L160; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/checkpoint.rs#L20; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/xtask/src/wasm.rs#L185
W06,WASM bindings and browser delivery,P2,0,S,"Treat cold loading, code size and module transfer as separate budgets; translator splitting and SIMD build flags already exist.","Measure raw/compressed bytes, compile/instantiate time, first call and steady state on real browsers; preserve the current 9 MiB review/10 MiB hard package policy.",M/medium,W01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/batch.rs#L437; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/shapes.rs#L79; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/tessellate.rs#L160; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/checkpoint.rs#L20; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/xtask/src/wasm.rs#L185
W07,WASM bindings and browser delivery,P3,6,H,Prototype WASM threads only after native task isolation and consumer deployment requirements are settled.,"Benchmark startup, pool memory and 1/N-thread exact results; provide non-threaded fallback and obtain separate approval for deployment/header changes.",XL/high,P01; B11; D04; W01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/batch.rs#L437; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/shapes.rs#L79; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/tessellate.rs#L160; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/checkpoint.rs#L20; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/xtask/src/wasm.rs#L185
W08,WASM bindings and browser delivery,P3,7,H,Evaluate explicit borrowed/zero-copy views only behind a documented lifetime/ownership design; copying typed arrays are currently the safe baseline.,"Prove validity across memory growth, reentrancy and free; compare saved copies against JS/worker transfer costs and never expose stale views.",L/high,W02; M05,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/batch.rs#L437; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/shapes.rs#L79; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/tessellate.rs#L160; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/src/bindings/checkpoint.rs#L20; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/xtask/src/wasm.rs#L185
R01,Rendering,P2,5,S,Add a reusable offscreen render session/context; the convenience path currently creates a GPU context per render.,"Separate cold device/pipeline setup from repeated-frame cost; preserve device-loss recovery, options and software-adapter behavior.",M/medium,M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/lib.rs#L169; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L549; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/mesh.rs#L64; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L710; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/compute_mesh.rs#L71
R02,Rendering,P2,4,S,Retain mesh/GPU buffers across camera-only frames and upload only changed geometry.,"Measure tessellation, upload bytes and frame latency; update face-ID picking and attributes with the correct geometry revision.",M/high,D01; R01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/lib.rs#L169; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L549; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/mesh.rs#L64; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L710; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/compute_mesh.rs#L71
R03,Rendering,P2,1,S,Replace per-triangle vertex expansion with per-face indexed render vertices where normals/attributes permit.,Measure GPU bytes and vertex processing; preserve sharp normals and the correct face ID at every triangle and seam.,M/medium,M05; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/lib.rs#L169; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L549; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/mesh.rs#L64; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L710; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/compute_mesh.rs#L71
R04,Rendering,P2,5,S,Make readback asynchronous or optional for repeated rendering; separate color and ID readback by caller need.,Measure GPU/CPU synchronization and tail latency; do not reuse buffers before completion or return stale picking data.,M/medium,R01; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/lib.rs#L169; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L549; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/mesh.rs#L64; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L710; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/compute_mesh.rs#L71
R05,Rendering,P3,7,H,"Benchmark culling, instancing, index locality and GPU compute crossover on the intended graphics workload.","Distinguish discrete GPU, integrated GPU and software rendering; optimize a measured render workload without claiming an exact-kernel speedup.",L/medium,M07; R01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/lib.rs#L169; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L549; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/mesh.rs#L64; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/pipeline.rs#L710; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/render/src/compute_mesh.rs#L71
P01,"Build optimization, scheduling and qualification",P2,6,S,Choose task grain and thread-pool policy by estimated work rather than only edge/face counts; avoid nested oversubscription.,"Benchmark 1/2/4/8/16 threads on several body sizes; compare p95, peak memory, throughput and serial crossover; aggregate thread-local work counters correctly.",M/high,M04; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/Cargo.toml#L118; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/Cargo.toml#L16; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/math/src/context.rs#L119; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/p-class-status.md#L69; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/open-kernel-status.md#L45
P02,"Build optimization, scheduling and qualification",P2,5,S,Extend cooperative cancellation and deterministic budgets into long inner phases; context and phase-boundary checks already exist.,"Measure cancellation latency during candidate generation, allocation, fitting and serialization; rollback and output quality stay unchanged.",M/high,M04; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/Cargo.toml#L118; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/Cargo.toml#L16; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/math/src/context.rs#L119; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/p-class-status.md#L69; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/open-kernel-status.md#L45
P03,"Build optimization, scheduling and qualification",P3,7,S,"Benchmark release LTO/codegen-unit choices, WASM -Oz versus speed-oriented optimization, and CPU-specific builds where distribution permits.","Track execution, cold load, compile time and artifact size together; retain portable builds and exact shipped-artifact correctness tests.",M/medium,M07; W06,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/Cargo.toml#L118; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/Cargo.toml#L16; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/math/src/context.rs#L119; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/p-class-status.md#L69; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/open-kernel-status.md#L45
P04,"Build optimization, scheduling and qualification",P3,7,H,"Run a profile-guided optimization experiment trained on a representative corpus, with disjoint holdout models.",Accept only broad held-out gains with no meaningful regressions; record training provenance and repeat after important compiler/algorithm changes.,L/medium,M07; P03,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/Cargo.toml#L118; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/Cargo.toml#L16; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/math/src/context.rs#L119; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/p-class-status.md#L69; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/open-kernel-status.md#L45
P05,"Build optimization, scheduling and qualification",P3,7,H,"Test allocator choice, compact collection layouts, hot/cold data splitting and assembly-level tuning only after allocation/cache profiles justify them.","Measure total workload cost and memory, not isolated allocation speed; document dependencies, unsafe requirements and native/WASM differences.",L/high,M05; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/Cargo.toml#L118; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/Cargo.toml#L16; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/math/src/context.rs#L119; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/p-class-status.md#L69; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/open-kernel-status.md#L45
P06,"Build optimization, scheduling and qualification",P1,8,H,Qualify the combined optimized kernel after each wave and freeze reproducible performance/quality baselines for release.,"Native plus actual direct/batch WASM, real models, resource exhaustion, deterministic threading, long sessions and exact-source CI all pass; attach no-gain closures too.",L/high,M03; M05; M07; W01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/Cargo.toml#L118; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm/Cargo.toml#L16; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/math/src/context.rs#L119; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/p-class-status.md#L69; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/docs/kernel-maturity/open-kernel-status.md#L45
